brand,cpu_type,cpu_speed,max_cpu_speed,gpu_type,ram_type,ram,ram_speed,storage,screen_size,resolution,webcam,num_sd_slot,material,os,audio_tech,bluetooth_tech,wifi_tech,weight,thickness,width,length,released,has_lightning,has_thundebolt,has_touchscreen,has_fingerprint,has_camera_lock,has_180_degree,has_face_id,has_antiglare,new_warranty,used_warranty,used_price
Asus,i7,1.8,4.6,NVIDIA MX,DDR4,8,2400,1024,15.6,1920 x 1080,HD,1,Kim loại,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,18,243.5,361.4,2018,1,0,0,1,0,0,0,0,24,6,15600000
Asus,i5,1.6,3.4,NVIDIA MX,DDR4,4,2400,1024,15.6,1920 x 1080,HD,1,Kim loại,Windows,SonicMaster,4.2,Wi-Fi 5,1.8,18,243,361,2018,1,0,0,1,0,0,0,0,24,3,12510000
Asus,i5,2.4,4.2,Intel,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 6,1.8,16.1,233.8,359.8,2021,1,1,0,1,0,0,0,1,24,18.5,16920000
Asus,i5,2.4,4.2,Intel,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 6,1.8,16.1,233.8,359.8,2021,1,1,0,1,0,0,0,1,24,19,17430000
Asus,R7,2,4.1,AMD,DDR4,8,3200,512,14,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 6,1.5,18.2,220,324,2021,1,0,1,0,0,0,0,0,24,22.5,17720000
Asus,i5,1.6,3.4,Intel,DDR4,4,2400,1024,14,1366 x 768,HD,1,Nhựa,Windows,SonicMaster,,,1.55,22.9,,,,0,0,0,1,0,0,0,1,24,12,10390000
Asus,i7,1.8,4,NVIDIA MX,DDR4,4,2400,1024,14,1366 x 768,VGA,1,Nhựa,Windows,SonicMaster,,,1.54,21.9,246,328,2018,0,0,0,1,0,0,0,1,24,6,11950000
Asus,i7,1.8,4,NVIDIA MX,DDR4,4,2400,1024,14,1366 x 768,VGA,1,Nhựa,Windows,SonicMaster,,,1.54,21.9,246,328,2018,0,0,0,1,0,0,0,1,24,15.5,13910000
Asus,i3,3,4.1,Intel,DDR4,4,3200,512,14,1920 x 1080,VGA,1,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.55,19.9,216,325.4,2020,0,0,0,1,0,0,0,1,24,20,11910000
Asus,i3,3,4.1,Intel,DDR4,4,3200,512,14,1920 x 1080,VGA,0,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.55,19.9,216,325.4,2020,0,0,0,1,0,0,0,1,24,21,12820000
Asus,i5,2.4,4.2,Intel,DDR4,8,3200,512,14,1920 x 1080,VGA,1,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.55,19.9,216,325.4,2020,0,0,0,1,0,0,0,1,24,20.5,15280000
Asus,i5,2.4,4.2,Intel,DDR4,8,3200,512,14,1920 x 1080,VGA,0,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.55,19.9,216,325.4,2020,0,0,0,1,0,0,0,1,24,20.5,15280000
Asus,i7,1.8,4,NVIDIA MX,DDR4,4,2400,1024,15.6,1366 x 768,VGA,1,Nhựa,Windows,Realtek,,,1.8,21.9,266,365,2018,0,0,0,1,0,0,0,1,24,11.5,13300000
Asus,i7,1.8,4,NVIDIA MX,DDR4,4,2400,1024,15.6,1920 x 1080,VGA,1,Nhựa,Windows,Realtek,,,1.8,21.9,266,365,2018,0,0,0,1,0,0,0,0,24,12.5,13690000
Asus,i5,1,3.6,NVIDIA MX,DDR4,8,2666,512,15.6,1920 x 1080,VGA,1,Nhựa,Windows,SonicMaster,4.2,Wi-Fi 5,1.73,22.9,234.9,360.2,2019,0,0,0,1,0,0,0,1,24,14,13920000
Asus,i3,3,4.1,Intel,DDR4,4,3200,256,15.6,1920 x 1080,VGA,0,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,19.9,234.9,360.2,2021,0,0,0,1,0,0,0,1,24,22,12250000
Asus,i3,3,4.1,Intel,DDR4,4,3200,256,15.6,1920 x 1080,VGA,1,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,19.9,234.9,360.2,2020,0,0,0,1,0,0,0,1,24,16,10670000
Asus,i5,2.4,4.2,NVIDIA MX,DDR4,8,3200,512,15.6,1920 x 1080,VGA,1,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,19.9,234.9,360.2,2020,0,0,0,1,0,0,0,1,24,19.5,16320000
Asus,pentium,1.1,3.1,Intel,DDR4,4,2666,512,15.6,1920 x 1080,VGA,0,Nhựa,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,19.9,234.9,360.2,2020,0,0,0,1,0,0,0,1,24,22.5,8860000
Asus,i7,1.8,4.6,Intel,DDR3L,8,2133,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Realtek,5,Wi-Fi 5,1.25,16.9,189,302,2018,1,0,0,0,0,0,1,0,24,5,19680000
Asus,i5,1.6,3.9,NVIDIA MX,DDR3L,8,2133,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 5,1.19,16.9,189,302,2019,1,0,0,0,0,0,1,1,24,9,17200000
Asus,i5,1.6,3.9,NVIDIA MX,DDR3L,8,2133,512,14,1920 x 1080,,1,Kim loại,Windows,Harman,5,Wi-Fi 5,1.19,15.9,199,319,2018,1,0,0,0,0,0,1,1,24,9,17970000
Asus,i5,1.6,3.9,NVIDIA MX,DDR3L,8,2133,512,14,1920 x 1080,,1,Kim loại,Windows,Harman,5,Wi-Fi 5,1.19,15.9,199,319,2018,1,0,0,0,0,0,1,1,24,5,18580000
Asus,i5,2.4,4.2,NVIDIA MX,LPDDR4X,8,4267,512,14,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 6,1.62,17.3,222,324,2021,1,1,1,0,0,0,1,1,24,19,29920000
Asus,i5,1.6,3.9,NVIDIA MX,LPDDR3,8,2133,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 5,1.35,18.5,189,302.1,2019,1,0,0,0,0,0,1,0,24,7,22400000
Asus,i5,2.4,4.2,Intel,LPDDR4X,8,4267,512,13.3,1920 x 1080,HD,0,Kim loại,Windows,Harman,5,Wi-Fi 6,1.3,11.9,211,305,2021,1,1,1,0,0,0,1,0,24,22,24690000
Asus,i7,2.8,4.7,Intel,LPDDR4X,16,4266,512,13.3,1920 x 1080,HD,0,Kim loại,Windows,Harman,5,Wi-Fi 6,1.3,11.9,211,305,2021,1,1,1,0,0,0,1,0,24,22,29980000
Asus,i5,2.4,4.2,Intel,LPDDR4X,8,4267,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 6,1.11,13.9,203,304,2020,1,1,0,0,0,0,1,1,24,16.5,19330000
Asus,i5,2.4,4.2,Intel,LPDDR4X,8,4267,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 6,1.14,13.9,203,304.2,2021,1,1,0,0,0,0,1,0,24,21.5,21310000
Asus,i5,2.4,4.2,Intel,LPDDR4X,8,4266,512,14,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 6,1.17,13.9,208,319,2020,1,1,0,0,0,0,1,1,24,12,19550000
Asus,i5,2.4,4.2,Intel,LPDDR4X,8,4266,512,14,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 6,1.17,13.9,208,319,2020,1,1,0,0,0,0,1,1,24,19,20510000
Asus,i7,2.8,4.7,Intel,LPDDR4X,16,4266,512,14,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 6,1.17,13.9,208,319,2020,1,1,0,0,0,0,1,1,24,22.5,27210000
Asus,i5,1.6,3.9,Intel,DDR3L,8,2133,256,14,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 5,1.19,15.9,199,319,2018,1,0,0,0,0,0,1,1,24,12,17810000
Asus,i7,1.8,4.9,NVIDIA MX,LPDDR3,16,2133,512,14,1920 x 1080,HD,1,Kim loại,Windows,Harman,5,Wi-Fi 6,1.26,18.2,199,319,2019,1,0,0,0,0,0,1,1,24,12,24940000
Asus,i5,1.6,4.2,Intel,LPDDR3,8,2133,512,14,1920 x 1080,HD,1,Kim loại,Windows,TrueHarmony,5,Wi-Fi 6,1.26,18.2,199,319,2019,1,0,0,0,0,0,1,1,24,4.5,17210000
Asus,i5,1.6,3.9,NVIDIA GTX,DDR4,8,2400,256,15.6,1920 x 1080,HD,1,Kim loại,Windows,Realtek,5,Wi-Fi 5,1.6,17.9,220,354,2018,1,0,0,0,0,0,1,1,24,5.5,16540000
Dell,i7,2.6,5,NVIDIA RTX,DDR4,16,2933,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,,5,Wi-Fi 6,2.65,31.13,254,364.46,2020,1,1,0,1,0,0,0,1,12,4,26450000
Dell,R7,3.2,4.4,NVIDIA RTX,DDR4,16,3200,512,15.6,1920 x 1080,HD,0,Nhựa,Windows,Nahimic,5.2,Wi-Fi 6,2.81,26.9,272.1,357.2,2021,1,0,0,0,0,0,0,1,12,10.5,29150000
Dell,i7,2.6,5,NVIDIA GTX,DDR4,16,2933,256,15.6,1920 x 1080,HD,1,Nhựa,Windows,Nahimic,5,Wi-Fi 5,2.56,30.96,254,364.46,2020,1,0,0,1,0,0,0,0,12,8,23180000
Dell,i7,2.6,5,NVIDIA GTX,DDR4,16,2933,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Nahimic,5,Wi-Fi 5,2.58,30.96,254,364.46,2020,1,0,0,0,0,0,0,0,12,10.5,26180000
Dell,i7,2.6,5,NVIDIA GTX,DDR4,16,2933,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Nahimic,5,Wi-Fi 6,2.58,30.96,254,364.46,2020,1,1,0,1,0,0,0,0,12,8.5,26780000
Dell,i7,2.6,5,NVIDIA GTX,DDR4,16,2933,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Nahimic,5,Wi-Fi 6,2.58,30.96,254,364.46,2020,1,1,0,1,0,0,0,0,12,10.5,27930000
Dell,i7,2.6,5,NVIDIA GTX,DDR4,16,2933,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Nahimic,4.2,Wi-Fi 5,2.55,28.18,254,364.46,2020,1,0,0,1,0,0,0,1,12,10,24620000
Dell,R5,3,4,AMD,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Nahimic,5,Wi-Fi 5,2.5,30.9,254,364.46,2020,1,0,0,0,0,0,0,1,12,10,22460000
Dell,i3,2,3.7,Intel,LPDDR4X,8,4267,256,13.3,1920 x 1200,HD,0,Kim loại,Windows,Realtek,5.1,Wi-Fi 6,1.28,15.9,210,296.78,2021,1,1,0,1,0,0,0,1,12,9,15990000
Dell,i5,2.4,4.2,NVIDIA MX,DDR4,8,3200,512,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5.1,Wi-Fi 6,1.65,18,211.5,321.5,2021,1,0,1,1,0,0,0,0,12,9,21990000
Dell,i3,3,4.1,Intel,DDR4,4,2666,256,15.6,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.7,18.9,235.5,358.5,2021,0,0,0,0,0,0,0,1,12,11,13490000
Dell,i5,2.4,4.2,Intel,DDR4,4,2666,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.7,18.9,235.5,358.5,2021,0,0,0,0,0,0,0,1,12,11.5,17810000
Dell,i5,1.6,3.9,NVIDIA MX,DDR4,8,2666,,15.6,1920 x 1080,HD,1,Nhựa,Windows,Waves MaxxAudio,5,Wi-Fi 5,1.95,22.45,249,364,2019,1,0,0,1,0,0,0,1,12,3,15690000
Dell,i5,2.4,4.2,Intel,DDR4,4,2666,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.96,19.9,249,363.96,2020,0,0,0,0,0,0,0,1,12,9,16070000
Dell,i5,2.4,4.2,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5.1,Wi-Fi 6,1.72,18.94,222.9,324.3,2020,1,0,1,1,0,0,0,0,12,6,17730000
Dell,i5,1.6,3.9,NVIDIA MX,DDR4,8,2666,256,14,1920 x 1080,HD,1,Nhựa,Windows,Waves MaxxAudio,5,Wi-Fi 5,1.67,19.1,232,324.3,,1,0,0,1,0,0,0,1,12,6,19000000
Dell,i5,1.6,3.9,NVIDIA MX,DDR4,8,1600,256,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.9,200,232,328,2018,1,0,1,1,0,0,0,0,12,3,19180000
Dell,i5,2.4,4.2,Intel,LPDDR4X,8,4267,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Realtek,5,Wi-Fi 6,1.37,16.74,206.4,305.2,2020,1,1,1,1,1,0,0,0,12,4,21540000
Dell,i7,2.8,4.7,Intel,DDR4,16,4267,512,13.3,3840 x 2160,HD,1,Kim loại,Windows,Realtek,5,Wi-Fi 6,1.37,16.7,206,305,2021,1,1,1,1,0,0,0,0,12,10.5,28800000
Dell,i5,2.4,4.2,NVIDIA MX,LPDDR4X,16,4267,512,14,2560 x 1600,HD,1,Nhựa,Windows,Realtek,5.1,Wi-Fi 6,1.35,16.75,224.5,321.7,2020,1,1,0,1,1,0,0,1,12,10,26340000
Dell,i5,2.5,4.5,NVIDIA GTX,DDR4,8,2933,512,15.6,1920 x 1080,HD,1,Kim loại,Windows,Realtek,5.1,Wi-Fi 6,1.9,18.9,234.5,356.1,2020,1,0,0,1,0,0,0,0,12,9.5,26070000
Dell,i7,2.6,5,NVIDIA GTX,DDR4,8,2933,512,15.6,1920 x 1080,HD,1,,Windows,Realtek,5,Wi-Fi 6,1.81,18.9,234.5,356.1,2020,1,0,0,1,0,0,0,1,12,10.5,27930000
Dell,i5,2.4,4.1,NVIDIA GTX,DDR4,8,2666,256,15.6,1920 x 1080,HD,1,Kim loại,Windows,Waves MaxxAudio,5,Wi-Fi 5,2,20,239,358,2019,1,0,0,1,0,0,0,0,12,3,18810000
Dell,i5,2.4,4.2,Intel,DDR4,8,3200,256,15.6,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5.1,Wi-Fi 6,1.79,18,240.9,361,2021,1,0,0,0,0,0,0,1,12,10.5,21550000
Dell,i5,1.6,3.9,Intel,DDR4,4,2666,1024,14,1920 x 1080,HD,1,Nhựa,Windows,Waves MaxxAudio,5,Wi-Fi 5,1.7,16.1,240,343,2018,1,0,0,1,0,0,0,1,12,3,13650000
Dell,i3,3,4.1,Intel,DDR4,8,2666,256,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.64,19.9,239.5,328.7,2020,0,0,0,0,0,0,0,0,12,10,13300000
Dell,i5,2.4,4.2,Intel,DDR4,8,2666,256,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,,Wi-Fi 5,1.64,19.9,239.5,328.7,2021,0,0,0,0,0,0,0,1,12,11,16660000
Dell,i5,2.4,4.2,Intel,DDR4,8,,256,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.64,19.9,239.5,328.7,2020,0,0,0,0,0,0,0,0,12,9.5,15890000
Dell,i7,2.8,4.7,NVIDIA MX,DDR4,8,3200,512,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.64,19.9,239.5,328.7,2020,0,0,0,0,0,0,0,1,12,10.5,22690000
Dell,R5,2.1,3.7,AMD,DDR4,4,2400,256,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.7,19.9,239.5,328.7,2020,0,0,0,0,0,0,0,1,12,10,14250000
Dell,R5,2.1,3.7,AMD,DDR4,8,2400,512,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.7,19.9,239.5,328.7,2020,0,0,0,0,0,0,0,1,12,10,15980000
Dell,i5,2.4,4.2,NVIDIA MX,DDR4,4,3200,256,15.6,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.98,19.9,249,363.96,2020,0,0,0,0,0,0,0,1,12,10,16670000
Dell,i5,2.4,4.2,Intel,DDR4,8,2666,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.98,19.9,249,364,2021,0,0,0,0,0,0,0,1,12,11,18510000
Dell,i7,2.8,4.7,NVIDIA MX,DDR4,8,4267,512,13.3,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.06,15.9,204,306,2020,1,0,0,1,1,0,0,1,12,9.5,23080000
Dell,i5,2.4,4.2,Intel,DDR4,8,3200,256,14,1920 x 1080,HD,1,Kim loại,Windows,Realtek,5,Wi-Fi 5,1.41,17.9,216.2,321.3,2020,1,0,0,1,0,0,0,1,12,8.5,17570000
Dell,i7,2.8,4.7,NVIDIA MX,DDR4,16,3200,512,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.36,16.74,216.2,321.3,2020,1,0,0,1,0,0,0,1,12,9.5,23930000
Dell,i5,3.1,4.4,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5.1,Wi-Fi 6,1.44,17.99,212.8,321.27,2021,1,0,0,1,0,0,0,1,12,9.5,18620000
Dell,i5,1.6,3.9,NVIDIA MX,DDR4,4,2666,1024,15.6,1920 x 1080,HD,1,Nhựa,Windows,Waves MaxxAudio,,,1.91,18.87,249,361.1,2018,1,0,0,1,0,0,0,1,12,4.5,13380000
Dell,i5,1,3.6,Intel,DDR4,8,3733,512,13.4,1920 x 1080,,1,Kim loại,Windows,Realtek,5,Wi-Fi 6,1.2,14.8,196,296,2020,1,1,0,1,0,0,0,0,12,3,29510000
Dell,i5,2.4,4.2,Intel,DDR4,8,4267,256,13.4,1920 x 1200,HD,1,Kim loại,Windows,Stereo,5.1,Wi-Fi 6,1.32,14.35,207,297,2020,1,1,1,1,0,0,0,0,12,6,33260000
Dell,i5,2.4,4.2,Intel,LPDDR4X,8,4267,512,13.4,1920 x 1200,HD,1,Kim loại,Windows,Stereo,5.1,Wi-Fi 6,1.2,14.8,198.7,295.7,2020,1,1,0,1,0,0,0,0,12,3.5,29130000
Dell,i7,1.8,4,Intel,DDR3L,8,1866,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Waves MaxxAudio,4.1,Wi-Fi 5,1.21,11.6,199,302,2018,1,1,0,1,0,0,0,0,12,3,33200000
HP,R5,2.1,4,AMD,DDR4,8,3200,512,14,1366 x 768,HD,1,Nhựa,Windows,Other,4.2,Wi-Fi 5,1.47,17.9,225,324,2021,0,0,0,0,0,0,0,0,12,11,15050000
HP,i7,1.8,4.6,NVIDIA MX,DDR4,4,2400,1024,15.6,1920 x 1080,HD,1,Nhựa,Windows,Realtek,,,2.07,22.5,,,2019,0,0,0,0,0,0,0,0,12,3,14070000
HP,i5,1.6,3.9,Intel,DDR4,4,2400,1024,15.6,1920 x 1080,HD,1,Nhựa,Windows,Other,4.2,Wi-Fi 5,1.74,19.9,242,358.5,2019,0,0,0,0,0,0,0,0,12,3,12030000
HP,i7,2.8,4.7,Intel,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Realtek,4.2,Wi-Fi 5,1.592,18,242,358.5,2020,0,0,0,0,0,0,0,1,12,7,17350000
HP,i5,2.4,4.2,Intel,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.592,18,242,358.5,2020,0,0,0,0,0,0,0,1,12,6,15390000
HP,i3,1.2,3.4,Intel,DDR4,4,2666,256,14,1920 x 1080,HD,1,Nhựa,Windows,Stereo,4.2,Wi-Fi 5,1.47,19.9,225.9,324,2020,0,0,0,0,0,0,0,1,12,8.5,10930000
HP,i3,1.2,3.4,Intel,DDR4,4,2666,512,14,1920 x 1080,HD,1,Nhựa,Windows,Stereo,4.2,Wi-Fi 5,1.47,19.9,225.9,324,2020,0,0,0,0,0,0,0,1,12,8.5,11720000
HP,i5,2.4,4.2,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Nhựa,Windows,Stereo,4.2,Wi-Fi 5,1.426,19.9,225.9,324,2020,0,0,0,0,0,0,0,1,12,9,15880000
HP,R5,2.1,4,AMD,DDR4,4,3200,256,14,1920 x 1080,HD,1,Nhựa,Windows,HP Audio Boost,5.2,Wi-Fi 6,1.47,19.9,225.9,324,2021,0,0,0,0,0,0,0,1,12,10,13220000
HP,i3,1.2,3.4,Intel,DDR4,4,2666,256,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.38,17.9,225,324,2020,0,0,0,1,0,0,0,1,12,6,10990000
HP,i3,1.2,3.4,Intel,DDR4,4,2666,512,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.346,17.9,225,324,2020,0,0,0,1,0,0,0,1,12,6.5,11810000
HP,i5,1,3.6,Intel,DDR4,8,2666,512,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.38,17.9,225,324,2020,0,0,0,1,0,0,0,1,12,7,15640000
HP,i5,1.6,4.2,Intel,DDR4,8,2666,512,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.5,19.9,225.9,324,2019,0,0,0,1,0,0,0,1,12,5.5,14300000
HP,i7,1.8,4,Intel,DDR3,8,2133,256,13.3,1920 x 1080,FHD,0,Kim loại,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.32,15.7,205,305.8,2019,1,1,1,1,0,0,0,0,12,3,36030000
HP,i7,1.1,4.7,Intel,DDR4,16,2933,512,14,1920 x 1080,HD,0,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,1.32,16.6,202.6,319.3,2020,1,1,1,1,0,0,1,1,12,8,42330000
HP,i7,1.8,4,Intel,DDR3,16,2133,512,13.3,1920 x 1080,FHD,0,Kim loại,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.32,15.7,205,305.8,2019,1,1,1,1,0,0,0,0,12,3,40940000
HP,i7,1.8,4,Intel,DDR3,16,2133,512,14,1920 x 1080,FHD,0,Kim loại,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.32,16.9,215,321.4,2019,1,1,1,1,0,0,0,0,12,3,42580000
HP,i7,1.8,4.9,Intel,DDR4,16,3200,512,13.3,1920 x 1080,,0,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,1.31,17.9,205,307.5,2020,1,1,1,1,0,0,1,1,12,7,35560000
HP,i5,1.6,3.9,Intel,DDR3L,8,2133,256,13.3,1920 x 1080,,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.2,15,,,2019,1,0,0,0,0,0,0,0,12,3,17600000
HP,i7,1.8,4.6,Intel,DDR3L,8,2133,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.28,14.9,212,307,2019,1,0,0,1,0,0,0,0,12,3,22510000
HP,i7,1.8,4.6,Intel,DDR4,8,2400,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.26,14.9,212,307,2019,1,0,0,1,0,0,0,0,12,3,22510000
HP,i5,1.6,4.2,Intel,DDR4,8,2400,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.17,14.7,211.5,307,2019,1,0,0,1,0,0,0,0,12,3,17930000
HP,i5,1.6,4.2,Intel,DDR4,8,2400,512,13,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.17,14.7,211.5,307,2019,1,0,0,1,1,0,0,0,12,3,18580000
HP,i7,1.8,4.9,NVIDIA MX,DDR4,8,2400,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.17,14.7,211.5,307,2019,1,0,0,1,0,0,0,0,12,3,23580000
HP,i5,1.1,3.7,Intel,DDR4,8,3200,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.258,16.9,194.6,306.5,2020,1,1,0,1,0,0,0,0,12,3,17650000
HP,i5,1.1,3.7,Intel,DDR4,8,3200,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.25,16.9,194.6,306.5,2020,1,1,0,1,0,0,0,0,12,3,18830000
HP,i7,1.3,3.9,Intel,DDR4,8,3200,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.25,16.9,194.6,306.5,2020,1,1,0,1,0,0,0,0,12,6,23680000
HP,i5,2.4,4.2,Intel,DDR4,8,2933,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,1.236,16.9,194.6,306.5,2020,1,1,0,1,1,0,0,0,12,4,20280000
HP,i5,2.4,4.2,Intel,DDR4,8,2933,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,1.236,16.9,194.6,306.5,2020,1,1,0,1,1,0,0,0,12,7.5,20620000
HP,i7,2.8,4.7,Intel,DDR4,8,2933,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,1.236,16.9,194.6,306.5,2020,1,1,0,1,1,0,0,0,12,4.5,24530000
HP,i7,2.8,4.7,Intel,DDR4,16,2933,1024,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,1.236,16.9,194.6,306.5,2020,1,1,0,1,1,0,0,0,12,11,30290000
HP,i7,2.6,5,NVIDIA GTX,DDR4,16,2933,1024,15.6,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,2.14,18.4,236.8,357.9,2020,1,1,1,1,1,0,0,0,12,7.5,47260000
HP,R5,2.1,3.7,AMD,DDR4,8,2400,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.31,14.7,212,306,2019,1,0,1,1,0,0,1,0,12,6,19360000
HP,R7,2.3,4,AMD,DDR4,8,2400,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.31,14.7,212,306,2019,1,0,1,1,0,0,1,0,12,3,22020000
HP,i7,2.6,5,NVIDIA RTX,DDR4,16,2933,1024,15.6,1920 x 1080,HD,1,Kim loại,Windows,DTS,5,Wi-Fi 6,2.36,22.5,239.7,357.9,2020,1,1,0,0,0,0,0,1,12,7.5,47260000
HP,i7,2.2,4.1,NVIDIA GTX,DDR4,8,2666,128,15.6,1920 x 1080,HD,1,Nhựa,Windows,Bang & Olufsen,4.2,Wi-Fi 5,2.17,17.9,221.7,326.8,2019,1,0,0,0,0,0,0,0,12,6,24270000
HP,i5,1.6,3.9,Intel,DDR4,4,2666,1024,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,4.2,Wi-Fi 5,1.607,19.7,222.9,324,2019,0,0,1,0,0,0,0,0,12,3,13910000
HP,i3,2,3.7,Intel,DDR4,4,3200,256,14,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.41,17,216.6,325,2021,0,0,0,0,0,0,0,1,12,11,13270000
