Bảo hành,Tình trạng,Giá đã qua sử dụng,Tên,Giá mới,Tiết kiệm,Bảo hành mới,Công nghệ CPU,Loại CPU,Tốc độ CPU,Tốc độ tối đa,RAM,Loại RAM,Tốc độ Bus RAM,Hỗ trợ RAM tối đa,Ổ cứng,Kích thước màn hình,Độ phân giải,Công nghệ màn hình,Màn hình cảm ứng,Thiết kế card,Card đồ họa,Công nghệ âm thanh,Cổng giao tiếp,Kết nối không dây,Khe đọc thẻ nhớ,Ổ đĩa quang,Webcam,Tính năng khác,Đèn bàn phím,Loại PIN,Model Adapter,Thông tin Pin,Hệ điều hành,Kích thước,Trọng lượng,Chất liệu,Thời điểm ra mắt
"●
Bảo hành: 22.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.050.000₫,Asus TUF Gaming FX516PE i7 11370H/8GB/512GB/4GB RTX3050Ti/144Hz/Win10 (HN005T),Giá máy mới: 29.990.000₫,4.460.000₫ (14%),chính hãng laptop 2 năm,Intel Core i7 Tiger Lake,11370H,3.30 GHz,Turbo Boost 4.8 GHz,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,32 GB,"512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, Adaptive-Sync, 250 nits",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Stereo speakers, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, Thunderbolt 4 USB-C, 3 x USB 3.2, HDMI, LAN (RJ45)","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,Không tích hợp,Không,Có,,,"4-cell Li-ion, 76 Wh",Windows 10 Home SL,,2,Vỏ nhựa - nắp lưng bằng kim loại,2021
"●
Bảo hành: 10 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.390.000₫,Lenovo ThinkBook 14s Yoga ITL i7 1165G7/16GB/512GB/Touch/Pen/Win10 (20WE004FVN),Giá máy mới: 28.790.000₫,3.400.000₫ (11%),Thời gian bảo hành: 1 năm,Intel Core i7 Tiger Lake,1165G7,2.80 GHz,Turbo Boost 4.7 GHz,16 GB,DDR4 2 khe (8GB onboard+ 1 khe 8GB),3200 MHz,40 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, 100% sRGB, Độ sáng 300 nits",Có,Card tích hợp,Intel Iris Xe Graphics,"Sound by Dynaudio, Dolby Audio","Jack tai nghe 3.5 mm, Thunderbolt 4 USB-C, 1 x USB 3.2, HDMI, 1 x USB 3.2 (Always on), USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Micro SD,,HD webcam,"Bút cảm ứng, Bảo mật vân tay, Công tắc khóa camera",Có,,,60Wh,Windows 10 Home SL,,1.5,Vỏ kim loại,2021
"●
Bảo hành: 10 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.390.000₫,Lenovo ThinkBook 14s Yoga ITL i7 1165G7/16GB/512GB/Touch/Pen/Win10 (20WE004FVN),Giá máy mới: 28.790.000₫,3.400.000₫ (11%),Thời gian bảo hành: 1 năm,Intel Core i7 Tiger Lake,1165G7,2.80 GHz,Turbo Boost 4.7 GHz,16 GB,DDR4 2 khe (8GB onboard+ 1 khe 8GB),3200 MHz,40 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, 100% sRGB, Độ sáng 300 nits",Có,Card tích hợp,Intel Iris Xe Graphics,"Sound by Dynaudio, Dolby Audio","Jack tai nghe 3.5 mm, Thunderbolt 4 USB-C, 1 x USB 3.2, HDMI, 1 x USB 3.2 (Always on), USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Micro SD,,HD webcam,"Bút cảm ứng, Bảo mật vân tay, Công tắc khóa camera",Có,,,60Wh,Windows 10 Home SL,,1.5,Vỏ kim loại,2021
"●
Bảo hành: 10.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.520.000₫,Lenovo ThinkBook 14s Yoga ITL i7 1165G7/16GB/512GB/Touch/Pen/Win10 (20WE004FVN),Giá máy mới: 28.790.000₫,3.400.000₫ (11%),Thời gian bảo hành: 1 năm,Intel Core i7 Tiger Lake,1165G7,2.80 GHz,Turbo Boost 4.7 GHz,16 GB,DDR4 2 khe (8GB onboard+ 1 khe 8GB),3200 MHz,40 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",14 inch,Full HD (1920 x 1080),"Tấm nền IPS, 100% sRGB, Độ sáng 300 nits",Có,Card tích hợp,Intel Iris Xe Graphics,"Sound by Dynaudio, Dolby Audio","Jack tai nghe 3.5 mm, Thunderbolt 4 USB-C, 1 x USB 3.2, HDMI, 1 x USB 3.2 (Always on), USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Micro SD,,HD webcam,"Bút cảm ứng, Bảo mật vân tay, Công tắc khóa camera",Có,,,60Wh,Windows 10 Home SL,,1.5,Vỏ kim loại,2021
"●
Bảo hành: 9 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.370.000₫,MSI Katana Gaming GF66 11UC i7 11800H/8GB/512GB/4GB RTX3050/144HzBalo/Win10 (224VN),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,64 GB,"512 GB SSD NVMe PCIe, Không hỗ trợ khe cắm SSD M2 mở rộng thêm",15.6 inch,Full HD (1920 x 1080),"LED, Tấm nền IPS",Không,Card rời,"NVIDIA GeForce RTX3050, 4 GB",Nahimic Audio,"Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, LAN (RJ45), USB 2.0, USB Type-C","Bluetooth 5.2, Wi-Fi 6 (802.11ax)",Không,,HD webcam,Không,Có,,,"3-cell Li-ion, 53 Wh",Windows 10 Home SL,,2.1,Vỏ nhựa,2021
"●
Bảo hành: 10 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.910.000₫,MSI Katana Gaming GF66 11UC i7 11800H/8GB/512GB/4GB RTX3050/144HzBalo/Win10 (224VN),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,64 GB,"512 GB SSD NVMe PCIe, Không hỗ trợ khe cắm SSD M2 mở rộng thêm",15.6 inch,Full HD (1920 x 1080),"LED, Tấm nền IPS",Không,Card rời,"NVIDIA GeForce RTX3050, 4 GB",Nahimic Audio,"Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, LAN (RJ45), USB 2.0, USB Type-C","Bluetooth 5.2, Wi-Fi 6 (802.11ax)",Không,,HD webcam,Không,Có,,,"3-cell Li-ion, 53 Wh",Windows 10 Home SL,,2.1,Vỏ nhựa,2021
"●
Bảo hành: 10 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.910.000₫,MSI Katana Gaming GF66 11UC i7 11800H/8GB/512GB/4GB RTX3050/144HzBalo/Win10 (224VN),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,64 GB,"512 GB SSD NVMe PCIe, Không hỗ trợ khe cắm SSD M2 mở rộng thêm",15.6 inch,Full HD (1920 x 1080),"LED, Tấm nền IPS",Không,Card rời,"NVIDIA GeForce RTX3050, 4 GB",Nahimic Audio,"Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, LAN (RJ45), USB 2.0, USB Type-C","Bluetooth 5.2, Wi-Fi 6 (802.11ax)",Không,,HD webcam,Không,Có,,,"3-cell Li-ion, 53 Wh",Windows 10 Home SL,,2.1,Vỏ nhựa,2021
"●
Bảo hành: 11 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.450.000₫,MSI Katana Gaming GF66 11UC i7 11800H/8GB/512GB/4GB RTX3050/144HzBalo/Win10 (224VN),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,64 GB,"512 GB SSD NVMe PCIe, Không hỗ trợ khe cắm SSD M2 mở rộng thêm",15.6 inch,Full HD (1920 x 1080),"LED, Tấm nền IPS",Không,Card rời,"NVIDIA GeForce RTX3050, 4 GB",Nahimic Audio,"Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, LAN (RJ45), USB 2.0, USB Type-C","Bluetooth 5.2, Wi-Fi 6 (802.11ax)",Không,,HD webcam,Không,Có,,,"3-cell Li-ion, 53 Wh",Windows 10 Home SL,,2.1,Vỏ nhựa,2021
"●
Bảo hành: 9 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.370.000₫,Acer Nitro 5 Gaming AN515 57 74NU i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Balo/Win10 (NH.QD9SV.001.),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 9.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.640.000₫,Acer Nitro 5 Gaming AN515 57 74NU i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Balo/Win10 (NH.QD9SV.001.),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 9.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.640.000₫,Acer Nitro 5 Gaming AN515 57 74NU i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Balo/Win10 (NH.QD9SV.001.),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 10 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.910.000₫,Acer Nitro 5 Gaming AN515 57 74NU i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Balo/Win10 (NH.QD9SV.001.),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 10 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.910.000₫,Acer Nitro 5 Gaming AN515 57 74NU i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Balo/Win10 (NH.QD9SV.001.),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 10 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.910.000₫,Acer Nitro 5 Gaming AN515 57 74NU i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Balo/Win10 (NH.QD9SV.001.),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 10.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.180.000₫,Acer Nitro 5 Gaming AN515 57 74NU i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Balo/Win10 (NH.QD9SV.001.),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 10.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.180.000₫,Acer Nitro 5 Gaming AN515 57 74NU i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Balo/Win10 (NH.QD9SV.001.),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 11.5 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",26.720.000₫,Acer Nitro 5 Gaming AN515 57 74NU i7 11800H/8GB/512GB/4GB RTX3050Ti/144Hz/Balo/Win10 (NH.QD9SV.001.),Giá máy mới: 29.990.000₫,4.620.000₫ (15%),chính hãng laptop 1 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB), 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, LED Backlit, Acer ComfyView",Không,Card rời,"NVIDIA GeForce RTX3050Ti, 4 GB","Acer TrueHarmony, DTS X:Ultra Audio","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Wi-Fi 6 (802.11ax), Bluetooth 5.1",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,Đang cập nhật,"4-cell Li-ion, 57 Wh",Windows 10 Home SL,,2.2,Vỏ nhựa,2021
"●
Bảo hành: 22 tháng chính hãng Xem thêm","●
Tình trạng máy: Có trầy xước",25.130.000₫,Asus TUF Gaming FX506HCB i7 11800H/8GB/512GB/4GB RTX3050/144Hz/Win10 (HN141T),Giá máy mới: 28.490.000₫,3.360.000₫ (11%),chính hãng laptop 2 năm,Intel Core i7 Tiger Lake,11800H,2.30 GHz,Turbo Boost 4.6 GHz,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),"Tấm nền IPS, Chống chói Anti Glare, LED Backlit",Không,Card rời,"NVIDIA GeForce RTX3050, 4 GB",DTS X:Ultra Audio,"Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), USB Type-C","Bluetooth 5.2, Wi-Fi 6 (802.11ax)",Không,,HD webcam,Đèn bàn phím chuyển màu RGB,Có,,,"3-cell Li-ion, 48 Wh",Windows 10 Home SL,,2.3,Vỏ nhựa - nắp lưng bằng kim loại,2021
"●
Bảo hành: 12 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",24.940.000₫,Asus ZenBook UX434F i7 10510U/16GB/512GB/2GB MX250/Túi/Win10 (A6173T),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i7 Comet Lake,10510U,1.80 GHz,Turbo Boost 4.9 GHz,16 GB,LPDDR3 (On board),2133 MHz,Không hỗ trợ nâng cấp,"SSD 512 GB NVMe PCIe, Không hỗ trợ khe cắm HDD",14 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS, Chống chói Anti-Glare",Không,Card rời,NVIDIA GeForce MX250 2 GB,Audio by Harman/Kardon,"HDMI, USB 2.0, USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 6 (802.11ax)",Micro SD,,HD webcam,"ScreenPad Super IPS 5.65 inch, Mở khóa khuôn mặt",Có,,,3-cell Li-ion,Windows 10 Home SL,"Dài 319 mm - Rộng 199 mm - Dày 18,2 mm",1.26 kg,Vỏ kim loại nguyên khối,2019
"●
Bảo hành: 12 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",24.940.000₫,Asus ZenBook UX434F i7 10510U/16GB/512GB/2GB MX250/Túi/Win10 (A6173T),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i7 Comet Lake,10510U,1.80 GHz,Turbo Boost 4.9 GHz,16 GB,LPDDR3 (On board),2133 MHz,Không hỗ trợ nâng cấp,"SSD 512 GB NVMe PCIe, Không hỗ trợ khe cắm HDD",14 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS, Chống chói Anti-Glare",Không,Card rời,NVIDIA GeForce MX250 2 GB,Audio by Harman/Kardon,"HDMI, USB 2.0, USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 6 (802.11ax)",Micro SD,,HD webcam,"ScreenPad Super IPS 5.65 inch, Mở khóa khuôn mặt",Có,,,3-cell Li-ion,Windows 10 Home SL,"Dài 319 mm - Rộng 199 mm - Dày 18,2 mm",1.26 kg,Vỏ kim loại nguyên khối,2019
"●
Bảo hành: 12 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",24.940.000₫,Asus ZenBook UX434F i7 10510U/16GB/512GB/2GB MX250/Túi/Win10 (A6173T),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i7 Comet Lake,10510U,1.80 GHz,Turbo Boost 4.9 GHz,16 GB,LPDDR3 (On board),2133 MHz,Không hỗ trợ nâng cấp,"SSD 512 GB NVMe PCIe, Không hỗ trợ khe cắm HDD",14 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS, Chống chói Anti-Glare",Không,Card rời,NVIDIA GeForce MX250 2 GB,Audio by Harman/Kardon,"HDMI, USB 2.0, USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 6 (802.11ax)",Micro SD,,HD webcam,"ScreenPad Super IPS 5.65 inch, Mở khóa khuôn mặt",Có,,,3-cell Li-ion,Windows 10 Home SL,"Dài 319 mm - Rộng 199 mm - Dày 18,2 mm",1.26 kg,Vỏ kim loại nguyên khối,2019
"●
Bảo hành: 12 tháng tại TGDD Xem thêm","●
Tình trạng máy: Có trầy xước",24.940.000₫,Asus ZenBook UX434F i7 10510U/16GB/512GB/2GB MX250/Túi/Win10 (A6173T),Máy mới đã ngừng kinh doanh,,Thời gian bảo hành: 2 năm,Intel Core i7 Comet Lake,10510U,1.80 GHz,Turbo Boost 4.9 GHz,16 GB,LPDDR3 (On board),2133 MHz,Không hỗ trợ nâng cấp,"SSD 512 GB NVMe PCIe, Không hỗ trợ khe cắm HDD",14 inch,Full HD (1920 x 1080),"60Hz, Tấm nền IPS, Chống chói Anti-Glare",Không,Card rời,NVIDIA GeForce MX250 2 GB,Audio by Harman/Kardon,"HDMI, USB 2.0, USB 3.1, USB Type-C","Bluetooth 5.0, Wi-Fi 6 (802.11ax)",Micro SD,,HD webcam,"ScreenPad Super IPS 5.65 inch, Mở khóa khuôn mặt",Có,,,3-cell Li-ion,Windows 10 Home SL,"Dài 319 mm - Rộng 199 mm - Dày 18,2 mm",1.26 kg,Vỏ kim loại nguyên khối,2019
